Date,META_Close,META_Volume,ORCL_Close,ORCL_Volume,COST_Close,COST_Volume,NFLX_Close,NFLX_Volume,XOM_Close,XOM_Volume,AMGN_Close,AMGN_Volume,PG_Close,PG_Volume,NKE_Close,NKE_Volume,JNJ_Close,JNJ_Volume,V_Close,V_Volume,GE_Close,GE_Volume,T_Close,T_Volume,CRM_Close,CRM_Volume,BMY_Close,BMY_Volume,MA_Close,MA_Volume,NVDA_Close,NVDA_Volume,IBM_Close,IBM_Volume,BA_Close,BA_Volume,DIS_Close,DIS_Volume,CVX_Close,CVX_Volume,AXP_Close,AXP_Volume,AVGO_Close,AVGO_Volume,BRK-B_Close,BRK-B_Volume,WFC_Close,WFC_Volume,MDT_Close,MDT_Volume,MCD_Close,MCD_Volume,ACN_Close,ACN_Volume,GOOG_Close,GOOG_Volume,GS_Close,GS_Volume,C_Close,C_Volume,KO_Close,KO_Volume,CAT_Close,CAT_Volume,COP_Close,COP_Volume,TSLA_Close,TSLA_Volume,CL_Close,CL_Volume,AMZN_Close,AMZN_Volume,MSFT_Close,MSFT_Volume,CSCO_Close,CSCO_Volume,ABBV_Close,ABBV_Volume,AMD_Close,AMD_Volume,QCOM_Close,QCOM_Volume,TXN_Close,TXN_Volume,INTC_Close,INTC_Volume,PEP_Close,PEP_Volume,UNH_Close,UNH_Volume,HON_Close,HON_Volume,ADBE_Close,ADBE_Volume,JPM_Close,JPM_Volume,PFE_Close,PFE_Volume,AAPL_Close,AAPL_Volume
2/14/2024,471.0599060058594,16858400,113.03915405273438,5946100,718.2486572265625,1472500,579.3300170898438,5634200,97.54739379882812,17651300,279.3058776855469,2617300,151.88250732421875,5727300,104.01036071777344,5743300,149.76194763183594,9098800,275.50457763671875,4218400,115.93730926513672,13116028,15.980822563171388,26468100,287.5439453,3850700,46.56305694580078,10866900,462.5618286132813,2202700,73.87226104736328,504917000,177.5974884033203,3173400,203.3800048828125,6503000,110.55779266357422,11405500,143.1848602294922,5995100,208.58746337890625,2770800,124.54447174072266,27306000,398.6799926757813,2669200,47.378517150878906,12683400,80.91675567626953,4934500,279.7367553710937,2139300,366.4439392089844,2114600,146.4463653564453,16651800,367.2777404785156,2041300,52.17786789,14891900,57.11139678955078,15872500,312.0108337402344,1887100,106.25772094726562,7248400,188.7100067138672,81203000,81.92852783203125,6611200,170.97999572753906,42815500,406.3873596191406,20401200,48.74172592163086,31176400,168.28961181640625,4348500,178.6999969482422,57402500,150.15335083007812,8715100,153.57229614257812,4528000,43.73380661010742,36186200,162.32196044921875,5731900,506.8052368164063,1918500,189.77996826171875,2115200,604.6599731445312,1615100,172.0958709716797,7056700,25.511009216308597,25270200,183.2845458984375,54630500
2/15/2024,481.7594604492188,24212300,111.57495880126952,8455600,720.5659790039062,1264100,593.4600219726562,5220900,100.34303283691406,23196300,280.5188903808594,2902000,153.22927856445312,6249200,103.73648071289062,7201300,151.85826110839844,7462500,278.8992614746094,4834800,117.41719818115234,8627532,16.15093421936035,25926700,290.3184814453125,3986500,47.08687973022461,13425800,468.6174011230469,2354100,72.63071442,420122000,180.79010009765625,4714300,205.3300018310547,5309100,111.4397964477539,9961900,148.05418395996094,8950300,210.19956970214844,2644500,124.82569122314452,21873000,403.4500122070313,3076000,50.80523300170898,46473600,81.92241668701172,4867900,283.3187255859375,2401400,366.9674682617188,2358800,143.26144409179688,26724300,374.4476623535156,2218900,53.36680984,16865000,57.21735763549805,13695800,318.2764892578125,2362900,107.87091827392578,9421900,200.4499969482422,120831800,81.79151153564453,5268900,169.8000030517578,49855200,403.4795837402344,21825500,47.55905532836914,42766500,170.38333129882812,5276200,176.75999450683594,51126400,152.1431884765625,9372400,156.33499145507812,3725300,43.595252990722656,44024500,162.6514129638672,4451400,510.6679688,2292100,192.77952575683597,1996300,590.4400024414062,3677400,175.85006713867188,8723400,25.88741874694824,36111600,182.9959259033203,65434500
2/16/2024,471.0997314453125,23306500,110.12066650390624,8931100,720.0488281,1764600,583.9500122070312,4323600,100.34303283691406,20146700,275.3077697753906,3595700,153.71722412109375,6617600,101.25189208984376,14572100,151.68385314941406,8540700,276.4971618652344,6630100,118.0423812866211,8616756,16.037525177001953,28827800,288.1107482910156,4159100,47.48688888549805,13174100,465.4851989746094,2237200,72.58573913574219,495327000,181.5350646972656,4841900,203.88999938964844,5975900,110.5974349975586,8779400,148.21713256835938,7569000,210.2292633056641,2831300,122.8927230834961,21268000,405.9899902,3532200,50.678314208984375,24342700,81.63232422,10847600,283.4740295410156,2837500,364.9622802734375,2410200,141.0917205810547,21849700,373.4955139160156,2376500,53.018829345703125,11513000,57.20772552490234,13943300,317.1336975097656,2513200,107.45304107666016,6966100,199.9499969482422,111173600,81.70343017578125,4805600,169.50999450683594,48074600,400.9985352,22281100,46.95802307128906,24909400,171.251709,6689400,173.8699951171875,53896000,148.93409729003906,8427600,156.0139923095703,3167600,43.060829162597656,29858600,161.15921020507812,5245300,511.3248291015625,2135500,192.0198974609375,2331000,546.6599731445312,10323000,175.02883911132812,8148100,25.990930557250977,35913500,181.4532012939453,49701400
2/20/2024,469.5370788574219,18015500,107.29122161865234,10975600,721.7395629882812,2407300,575.1300048828125,3124200,99.39502716064452,17650000,275.12335205078125,3402000,154.69314575195312,6622100,101.04646301269533,8759500,152.95314025878906,9501700,273.1123962402344,6157200,117.6150360107422,7166032,15.980822563171388,29103900,284.7992858886719,4295500,47.48688888549805,13778800,449.1977233886719,5044200,69.42592621,704833000,177.47171020507812,4247200,203.3699951171875,5248400,108.45684051513672,9770900,147.61326599121094,6977900,210.16001892089844,3341700,121.0248794555664,26329000,407.1499938964844,3530700,50.54163742,19839100,83.01509094238281,11771400,284.0856018066406,2264000,358.5121154785156,1631000,141.52963256835938,18625600,373.5732116699219,2358900,53.56979751586914,16537900,58.46958923339844,18339300,309.0848999023437,2701600,106.45207214355467,6458300,193.75999450683597,104545800,82.80937194824219,5404600,167.0800018310547,41980300,399.7381591796875,24307900,46.80291748046875,26402500,169.57286071777344,5484100,165.69000244140625,66550000,148.22207641601562,8745500,158.3097381591797,5406200,44.06040191650391,61514100,163.41688537597656,6117900,510.8445129394531,2600200,193.74366760253903,2761100,541.9099731445312,6567600,175.7131805419922,9668000,25.96269798278809,34232000,180.70672607421875,53665600
2/21/2024,466.3287658691406,12977100,107.00433349609376,7867600,719.0841674804688,1565900,573.3499755859375,2281100,101.4264678955078,20999200,275.0748291015625,1934300,156.53762817382812,7121000,102.9734878540039,8893500,153.7476348876953,7473300,274.71051025390625,4771100,117.97115325927734,5304826,16.065879821777344,22650700,281.9750366210937,3799000,48.48691940307617,12286900,456.4565124511719,2896500,67.44667816,690298000,173.8533935546875,4728500,201.57000732421875,4179800,106.7027359008789,10454400,148.99354553222656,6630100,208.57757568359372,2600200,121.11368560791016,20640000,409.25,2717600,51.41051864624024,18563700,83.06344604492188,6877000,285.3087463378906,2076800,356.4970397949219,1758000,143.1619110107422,16499600,377.2164611816406,1773100,53.48280334472656,9321800,58.98974609,14378300,312.4344482421875,1780200,109.68820190429688,6927900,194.7700042724609,103844000,83.49447631835938,3369000,168.58999633789062,44575600,399.13275146484375,18631100,46.99679565429688,15999200,168.98431396484375,3819100,164.2899932861328,48774600,148.2708282470703,9769500,159.61325073242188,4533900,43.021244049072266,57715000,163.59132385253906,4195400,511.7365417480469,2095900,194.31825256347656,1969500,538.5200195,4493500,176.85704040527344,7027900,26.03797912597656,27370600,181.4631805419922,41529700
2/22/2024,484.3629760742188,21625800,109.8238754272461,8957800,730.4021606445312,1801600,588.4699707,3526600,101.3394012451172,20470700,276.7439880371094,2992700,156.6938018798828,6619500,102.78763580322266,6705500,155.46263122558594,8065000,281.6487121582031,5100200,120.02875518798828,5753024,15.678406715393066,59974500,292.0189514160156,5264300,48.88692855834961,12862900,468.8958129882813,2572800,78.50852203,865100000,178.2166748046875,5078400,201.5,6513500,106.67301177978516,9266200,148.9839630126953,8874900,211.64358520507807,3027800,128.75575256347656,40819000,415.1600036621094,3687600,52.10367584228516,20467900,82.25119018554688,9824900,287.2599182128906,3146600,366.7698974609375,1614600,144.63494873046875,23024700,379.3538513183594,2326800,54.03377532958984,12904800,58.903053283691406,12982800,317.3110352,1875800,109.05652618408205,5104900,197.41000366210935,92739500,84.16979217529297,4114700,174.5800018310547,55392400,408.5309753417969,27009900,47.08404541015625,22020300,170.53773498535156,4852300,181.8600006103516,100684700,150.94342041015625,11407500,160.92648315429688,5041200,42.53630065917969,62809300,163.0292969,7539200,516.1777954101562,3186800,195.5648193359375,3635000,537.5700073242188,5023400,178.97854614257812,9296500,25.92505645751953,31957500,183.5035095214844,52292200
2/23/2024,482.2706298828125,18374300,110.75382995605467,7504500,733.9129638671875,1265800,583.5599975585938,2568900,100.4494400024414,15975900,280.6256103515625,2462400,157.1524658203125,5486500,103.3256378173828,6947300,156.80941772460938,6726000,281.4998474121094,5107700,121.3424301147461,7066168,15.876866340637209,32270900,291.17364501953125,4416800,49.20121765136719,11052500,470.7453308105469,1764100,78.78741455078125,829388000,179.67755126953125,3433800,200.8300018310547,7433400,106.77210998535156,11724000,148.24588012695312,6561600,212.20733642578125,2617000,127.91407775878906,23115000,417.2200012207031,4015600,52.58204650878906,20863500,82.84103393554688,4707700,289.0363464355469,2199000,372.7064208984375,1614500,144.60508728027344,14519400,379.9173278808594,2247400,54.06277084350586,11668900,58.95121765136719,13612900,319.0744323730469,1575000,108.36654663085938,5206200,191.97000122070312,78841900,84.41447448730469,3161500,174.99000549316406,59715200,407.2309265136719,16295900,47.36517333984375,13141900,171.83059692382812,3941800,176.52000427246094,69207400,151.09950256347656,5953300,159.23387145996094,3479100,42.54619598388672,33810700,164.33743286132812,6409800,516.9032592773438,2502000,195.3895263671875,2450200,553.4400024414062,4546500,179.87799072265625,7105800,26.12267303466797,33182600,181.66221618652344,45119700
2/26/2024,479.9889221191406,12101400,109.78430938720705,6342900,741.2924805,1707000,587.6500244140625,2393700,100.84605407714844,13360800,277.89874267578125,2448900,156.3619842529297,4531900,102.2594223022461,5831500,155.7920684814453,5465400,282.0457763671875,3856900,122.4820327758789,7705449,15.687858581542969,26815900,298.7215270996094,8719300,48.11547852,9690400,471.8291320800781,2066900,79.06231689453125,503973000,178.13926696777344,4620800,200.5399932861328,4807200,106.7126465,8694200,148.0446014404297,6900800,214.58102416992188,2684500,129.17312622070312,16282000,409.1400146484375,7432300,52.845645904541016,18099900,80.90708923339844,5974100,288.4247741699219,2595300,372.8644409179688,1455000,138.0959014892578,33513000,379.1109619140625,1797800,53.51180267333984,12307100,58.47921752929688,10336100,320.5521850585937,1650000,109.25088500976562,5751200,199.3999938964844,111747100,84.31660461425781,2831700,174.72999572753906,44368600,404.4521789550781,16193500,46.91924285888672,13018700,172.5253143310547,4327400,176.00999450683594,45435100,153.16734313964844,6307600,159.8272705078125,5251300,42.54619598388672,27035400,163.0390167236328,3837000,515.0209350585938,2308900,193.9871368408203,2028600,560.4799805,4251200,179.26205444335938,7145400,25.576881408691406,45685500,180.30862426757807,40867400
2/27/2024,485.2796325683594,10809600,110.1899185180664,6593100,740.6560059,1471300,601.6699829101562,4489400,100.63323211669922,16360000,270.2518615722656,3353700,155.46414184570312,3868200,102.85610961914062,5317400,155.9761505126953,5078600,281.0730285644531,4145200,121.86475372314452,7300354,15.905219078063965,28350800,297.8364562988281,6178800,48.10595703,8145100,472.06781005859375,2011100,78.67144775390625,391705000,178.8551788330078,3641400,201.3999938964844,3932900,108.43701934814452,7595000,145.84957885742188,15093800,215.5898284912109,2428100,127.9002685546875,12126000,408.9100036621094,4609100,53.50951004,19548200,81.07147216796875,4546200,285.16314697265625,2811200,373.2891845703125,1083200,139.43955993652344,22364000,379.6841735839844,1724900,53.85011672973633,11039300,58.12281799316406,9931100,322.7687988,1640900,108.46372985839844,5060000,199.72999572753903,108645400,84.57107543945312,2638800,173.5399932861328,31141700,404.39263916015625,14835800,46.83200073242188,12515400,172.69898986816406,3888500,178,43665200,154.40611267089844,6021400,160.44984436035156,2886600,42.28887939453125,25126400,162.9420928955078,3567600,503.3541870117188,3780600,193.0035095214844,2451800,552.4899902,3247600,179.3500518798828,5717100,25.303985595703125,38598400,181.77171325683597,54318900
2/28/2024,482.2606506347656,12715500,110.4867172241211,5278300,743.8883666992188,1365000,596.4799805,2605200,100.91376495361328,14810500,269.2523498535156,3027000,156.19607543945312,3802900,102.07356262207033,4219800,156.52842712402344,6071100,283.51483154296875,4358800,123.1467742919922,7633025,16.028078079223633,33531100,298.1049194335937,12490800,48.49643707275391,7974500,476.14459228515625,1931900,77.63385009765625,393110000,179.2711944580078,3216300,207,9654700,109.80462646484376,10773000,146.0220947265625,6715900,215.6392822265625,2599200,127.22833251953124,10967000,412.1400146484375,4067400,53.42164611816406,20045200,80.60732269,4755300,286.55133056640625,2507300,373.4077148,1264200,136.78211975097656,30628700,384.6936645507813,2572900,53.21214676,13448100,58.18061065673828,8076500,324.670166,1471000,108.88159942626952,4578900,202.0399932861328,99806200,84.96255493164062,2936800,173.16000366210938,28180500,404.6307678222656,13183100,46.58964920043945,14635100,171.7437744140625,4331300,176.5399932861328,35914400,152.7885284423828,5211000,158.6015625,2933000,41.55651855,26928500,161.84715270996094,5275300,488.5110473632813,9558600,192.4094696044922,2664100,551.8200073242188,2313200,180.2592773,6131600,25.44513893127441,31010200,180.56739807128903,48953900
2/29/2024,488.3484497070313,17732000,110.4867172241211,12193900,739.8404541015625,3361200,602.9199829101562,3572100,101.10723114013672,17566100,265.7297058105469,5863400,155.112793,8348100,101.66272735595705,10811600,156.36373901367188,9849100,280.5469665527344,6633700,124.15975189208984,8177329,15.99972438812256,46155200,307.1047363,21737800,48.33453369140625,14655700,472.0777282714844,3072500,79.08229828,507289000,179.00997924804688,6458500,203.72000122070312,6670300,110.57762145996094,11658300,145.70578002929688,9334400,217.01405334472656,5186500,128.32061767578125,27536000,409.3999938964844,4845200,54.27100372314453,28335600,80.60732269,8893100,285.3407287597656,3601700,370.1974792480469,3329500,139.1210479736328,35485000,380.652832,3139100,53.63746262,23744600,57.8145752,18152700,329.0048828,2699800,109.36750793457033,6624000,201.8800048828125,85907000,84.67872619628906,7900500,176.75999450683594,53805400,410.5059509277344,31947300,46.89016342163086,22962500,169.86231994628906,7485700,192.52999877929688,105538500,154.69039916992188,8321400,162.7747802734375,7267200,42.60557556152344,48875100,161.43218994140625,8489400,483.9228210449219,6833200,194.6029357910156,3437300,560.2800293,3844400,181.9017333984375,9643000,24.99345016479492,54643200,179.90054321289062,136682600
